  21002598 272.68825562625 53.50038486202                                                                                                                         
  48501006 284.98790367906 53.86572790216 DSCT+GDOR                         19.12094                   1.0                                                       4
  48531494 285.19221578139 53.75159149157                                                                                                                         
 159414259 238.65563030640 78.21335663135 GDOR+DSCT                          6.81357                   4.0                                                       1
 159417267 240.11259549289 78.45927023460 GDOR+DSCT                          1.10385                   3.0                                                       0
 159418581 240.67850464919 78.31203667401                                                                                                                         
 159418633 240.30239332617 78.52712527887 ROTS                               0.47240                   1.0                                                       3
 159418663 240.34344269742 78.62685781063 VAR                                                                                                                    0
 159436982 241.76546519744 78.00113855328 ROTS                               0.28660                   4.0                                                       1
 159438523 242.35105036935 78.11578439530                                                                                                                         
 159438895 242.26789229883 79.54698209067                                                                                                                         
 159452677 242.59196729820 78.80049124584                                                                                                                         
 159452733 242.94699855340 79.02118362893                                                                                                                         
 159454275 243.14534026630 79.35627330415 VAR                                                                                                                    0
 159454288 243.26407550579 79.39585085534                                                                                                                         
 159464338 244.62938291786 78.38590765095 EW                                 3.90157 2459026.31822    79.0                                                       3
 159464422 244.53213103400 78.67377220651                                                                                                                         
 159464498 244.83731117843 78.91403485553 EA                                 0.08827 2458856.57460    40.0                                                       1
 159466026 245.03703210271 79.20321793860                                                                                                                         
 159466164 244.87832933754 79.71021495636                                                                                                                         
 159466257 245.05810003339 80.04259471193 VAR                                                                                                                    1
 159502200 246.52663134588 78.12057045385                                                                                                                         
 159502465 246.42994334336 78.96385752146 DSCT                              19.80200                   6.0 HD 149681                    PULS                     0
 159502654 246.08226565505 79.51156604705                                                                                                                         
 159502681 246.52893461253 79.60806150583                                                                                                                         
 159502816 246.04081766850 80.10724764596 VAR                                                                                                                    1
 159503973 247.16610837294 78.63484612734                                                                                                                         
 159509609 247.71123870454 78.65207564572 ROT                                0.84500                   1.0                                                       3
 159509673 247.62099722809 78.88159161012 VAR                                                                                                                    0
 159509858 247.59711434795 79.50176347064                                                                                                                         
 159510088 247.40802258264 80.25408980736 VAR                                                                                                                    3
 159511448 248.26763171324 79.45246593598 GDOR                               1.29861                   2.0                                                       0
 160393513 231.80669159084 72.06713498302 GDOR                               0.23087                   0.8                                                       1
 160395769 232.36448416660 73.73196602344                                                                                                                         
 160409535 233.84022449092 75.67032438617                                                                                                                         
 160409672 233.55055456108 76.29184624257 ROTS                               0.10400                   2.0                                                       2
 160409718 233.59690064227 76.45075018384 VAR                                                                                                                    0
 160409803 233.81710605276 76.84286412941 ROT                                0.65578                   0.2                                                       0
 160409816 233.61504146049 76.87186698936                                                                                                                         
 160409841 233.51905715696 76.96798923649 GDOR                               1.32434                   2.0                                                       1
 160410397 233.98897774280 76.03653613177 VAR                                                                                                                    1
 160410686 234.21623862438 74.71273717896 VAR                                                                                                                    1
 160410789 234.02435367266 74.20231770905 ROTS                               0.97933                   1.0                                                       0
 160418603 234.07188656907 73.40389465114 ROTS                               0.16562                  20.0                                                       0
 160419197 234.25909367047 72.91684194157                                                                                                                         
 160419781 234.62442929263 75.57899316862 VAR                                                                                                                    2
 160419983 234.64447149445 76.45104152476 DSCT+GDOR                          8.82129                  20.0                                                       1
 160420098 234.55933518829 76.96613071996                                                                                                                         
 160420463 234.71128404393 77.23706629637 VAR                                                                                                                    0
 160420738 234.74788201591 75.96719457691                                                                                                                         
 160421009 234.73288425904 74.68638477518                                                                                                                         
 160421259 234.82362443014 73.61668719637                                                                                                                         
 160421285 234.87169668834 73.49464215904                                                                                                                         
 160421373 234.85902837654 73.13015444410 VAR                                                                                                                    1
 160422208 235.20158040518 73.96945310680                                                                                                                         
 160422287 235.17199905443 74.32087048007 GDOR                               0.78400                   0.5                                                       1
 160422788 235.07150898587 76.38871948094 ROTS                               0.38696                   1.0                                                       2
 160422821 235.17331392761 76.55642900529 VAR                                                                                                                    0
 160424205 235.80259606081 72.92230156120                                                                                                                         
 160437947 235.94006268148 76.23552547638                                                                                                                         
 160438083 236.10516856264 76.87678180202 ROTS                               0.41866                  10.0                                                       0
 160438146 235.90890938837 77.21629624234                                                                                                                         
 160438402 236.46338499357 77.41233358571 ROTS                               0.44600                   4.0                                                       2
 160438955 236.50529982292 74.83444650393                                                                                                                         
 160439051 236.40576409396 74.38658389925 VAR                                                                                                                    1
 160439150 236.53082314818 73.94317326581 GDOR                               1.47574                   1.0                                                       1
 160439162 236.47611371732 73.89118836280 VAR                                                                                                                    0
 160439315 236.50945826843 73.29184381905                                                                                                                         
 160440137 236.87583893359 73.94769871572 ROTS                               0.54674                   4.0                                                       2
 160471399 237.18725580194 76.40819591212                                                                                                                         
 160471611 237.02245094090 75.28575184414 ROTS                               0.33237                   2.0                                                       0
 160472652 237.74859675847 72.68392473059 DSCT+GDOR                         17.04016                   6.0                                                       2
 160472749 237.77484701262 73.09203187987                                                                                                                         
 160473130 237.60486066719 74.60657475201                                                                                                                         
 160473368 237.55567751495 75.57895248157 VAR                                                                                                                    0
 160473764 237.72826452157 77.26527383948 VAR                                                                                                                    0
 160473885 237.71468120626 77.85826255688 GDOR                               0.34400                   2.0                                                       0
 160488002 237.95050726358 73.31734599616 VAR                                                                                                                    1
 160488745 238.52843833667 73.36772909545 DSCT                              13.16133                   2.0                                                       3
 160488788 238.31078533885 73.55680887724 GDOR+DSCT                          0.88300                   2.0                                                       0
 160488842 238.48973325080 73.81595968837                                                                                                                         
 160489507 238.56362868447 76.84515490583 ROTS                               1.24200                   1.0                                                       2
 160489569 238.57061732103 77.16251105062 VAR                                                                                                                    0
 160490151 238.59637075149 75.75503313412                                                                                                                         
 160490168 238.60208901987 75.63234952426 DSCT                              25.88700                   8.0                                                       0
 160490489 238.74216582076 74.26592575299                                                                                                                         
 160491559 239.13626944070 73.78599305687 GDOR                               0.71946                   1.0                                                       0
 160491617 239.29688006237 73.98455562853                                                                                                                         
 160492565 239.75902016370 77.74212856901                                                                                                                         
 160493003 239.65961042435 75.75020085458                                                                                                                         
 160493339 239.63664246306 74.29920864988                                                                                                                         
 160493399 239.71509187511 74.07087425688 VAR                                                                                                                    1
 160493795 239.71294318426 72.57540805217                                                                                                                         
 160518449 239.97740733718 74.45883289441 EA                                 0.88650 2459005.40580   280.0 NSVS 1070895                 EA                       3
 160519270 240.43226873524 77.62018803250                                                                                                                         
 160519345 240.52261205129 77.33244034269                                                                                                                         
 160519583 240.49812174756 76.26226304798 VAR                                                                                                                    2
 160519803 240.46782307291 75.42165622062                                                                                                                         
 160521779 240.64017975337 76.05807496108 VAR                                                                                                                    0
 160533144 240.88061837743 76.79394301189 GDOR+DSCT                          0.21452                   2.0                                                       0
 160533720 241.04904114818 76.52711985756                                                                                                                         
 160534429 241.08326687374 73.64460208565                                                                                                                         
 160534539 241.00120257270 73.14836861755 ROTS                               0.14600                   1.0                                                       0
 160535336 241.71935902881 73.59286727653 ROT                                0.21140                   1.0                                                       1
 160535421 241.51383878052 73.92012847826 GDOR                               0.75533                   0.4                                                       0
 160536102 241.63361601971 76.97297749843                                                                                                                         
 160536538 242.08097612736 76.98572285328 GDOR                               0.93483                   0.5                                                       0
 160536588 241.93994903932 76.73475353419                                                                                                                         
 160550553 241.74680017900 75.85125284313 VAR                                                                                                                    0
 160550735 241.86051300978 75.00971431411 VAR                                                                                                                    0
 160550963 241.73883572989 73.94270798455                                                                                                                         
 160551155 241.75068626078 73.25334117029                                                                                                                         
 160551471 242.09031974566 72.10213652809                                                                                                                         
 160551680 242.25966275217 72.55910190974 ROT                                0.72771                   0.5                                                       2
 160553166 242.86460775917 77.07361847847 VAR                                                                                                                    1
 160582688 242.81975209555 73.59501614979                                                                                                                         
 160582801 242.53854177472 73.12021295134 VAR                                                                                                                    2
 160582982 242.65559626576 72.39323388500 DSCT+GDOR                         36.03800                   2.0                                                       0
 160583987 243.05544843145 75.19214556463                                                                                                                         
 160585671 243.63935530107 73.39489084899 GDOR                               1.03107                   0.2                                                       0
 160599509 244.07639138313 74.32702744622                                                                                                                         
 160599681 244.07149658075 75.06631672780                                                                                                                         
 160599683 244.01875780886 75.07085842836                                                                                                                         
 160599685 243.99076667046 75.07670956543 VAR                                                                                                                    4
 160599964 243.93897737645 76.22520686050 GDOR                               1.18517                   0.5                                                       4
 160600809 244.37612236577 75.75534426614 EW|ROT                             0.89969                   0.4 eta UMi                      EA                       0
 160601443 244.15134723139 73.27930086390 VAR                                                                                                                    1
 160601772 244.18005120853 72.12874561079 VAR                                                                                                                    0
 160601980 244.85162841495 72.38812272858                                                                                                                         
 160601984 244.82734136210 72.40281789044 VAR                                                                                                                    1
 160602772 244.48523823464 75.65968286567 DSCT+GDOR                         11.17308                   4.0                                                       0
 160602798 244.76780941308 75.76176345953 VAR                                                                                                                    1
 160603011 244.64992495985 76.61408098357 VAR                                                                                                                    0
 160603595 245.13102631407 76.56782912728 ROTS                               0.17884                  20.0                                                       1
 160603620 245.23085684948 76.44698503149                                                                                                                         
 160603693 244.95522302045 76.14314634462 GDOR+DSCT+roAp                     3.82200                   5.0                                                       0
 160603848 245.09368337258 75.46670434747 GDOR+DSCT+roAp                     3.94400                   5.0                                                       0
 160604654 244.99881641519 72.61403281019                                                                                                                         
 160604708 244.99720100962 72.42190424797                                                                                                                         
 160617691 246.22295634359 71.96835173140                                                                                                                         
 160617750 246.11020565701 72.18388511702                                                                                                                         
 160618102 246.39880959689 73.41567000774 VAR                                                                                                                    3
 160618494 246.34736516098 74.92761325698 EA                                 0.23465 2458846.59513   657.0 NEV399                       EA                       0
 160618495 246.21100672270 74.93524738102 GDOR                               1.04415                   0.4                                                       0
 160618816 246.10969900461 76.01984454257 VAR                                                                                                                    3
 160618927 246.21459422965 76.48389566895                                                                                                                         
 160619017 246.18452739954 76.92567718972                                                                                                                         
 161826756 240.97442885677 59.74843363821                                                                                                                         
 161826777 241.05466342445 59.61808350144                                                                                                                         
 161826828 241.05755613377 59.37574548090 VAR                                                                                                                    1
 165305363 298.95555604733 59.59019833562                                                                                                                         
 165305498 298.89085899730 59.74068351460 DSCT+GDOR                         12.90591                   2.0                                                       4
 165305506 298.92706647145 59.74916213008 VAR                                                                                                                   11
 165305626 299.02994114191 59.89325623676 DSCT                               7.31337                  20.0                                                       2
 165305712 299.13765101149 59.89108582695 GDOR                               1.70827                  50.0                                                       1
 165305800 299.08337703844 59.78657764550 ROTS                               0.36700                   2.0                                                       0
 165470983 265.19251241281 59.56684118390                                                                                                                         
 165497900 265.04573584807 58.05359909461 ELL            F8 IV-V             0.52719                   4.0                                                       1
 165498352 265.19717323923 56.86053578132 VAR            kA4hF0mF0 V                                                                                             1
 165498393 265.16510375227 56.78679767288 GDOR+DSCT                          0.11786                   2.0                                                       2
 165499444 265.06697256336 54.21242641217 GDOR+DSCT                          0.46187                  35.0                                                       2
 165500899 265.70239763627 57.06314512923 GDOR           F8 IV-V             1.14565                   2.0                                                       1
 165501560 265.81007723898 58.87497068735                                                                                                                         
 165501698 265.73910821383 59.23857184423                                                                                                                         
 165501771 265.69288856516 59.44244058897 ROTS                               0.18808                  10.0                                                       0
 165502288 266.01753988097 58.87382160935 ROTS                               0.28830                  15.0                                                       4
 165502447 265.86590520879 58.42019759944 EA                                 0.35151 2459435.46388    16.0                                                       0
 165502479 265.97613505599 58.35577599991 DSCT+GDOR                         13.25184                  10.0                                                       2
 165502521 265.98406627841 58.26345480827 VAR                                                                                                                    2
 165526955 265.91188884108 56.29384095189 VAR            F4 V                                                                                                    0
 165526988 266.03125600211 56.19351116608 VAR                                                                                                                    1
 165527076 265.95134194419 55.87299259855                                                                                                                         
 165527694 265.86588636409 54.24929006605 VAR            F9 V                                                                                                    1
 165528608 266.08315554176 55.75269948783 VAR                                                                                                                    0
 165529417 266.19908413798 57.68591718222                                                                                                                         
 165529573 266.19109974173 58.08536688156 VAR            F8 V                                                                                                    0
 165530338 266.35207838859 59.65333889690                                                                                                                         
 165530380 266.40646890745 59.51416552089 VAR                                                                                                                    1
 165549855 266.57711164067 57.08889078224 GDOR           F6 V                1.13100                   1.0                                                       3
 165550475 266.48568606971 58.82112019810 DSCT+GDOR                         12.79457                   4.0                                                       1
 165550663 266.52072168912 59.40338046629                                                                                                                         
 165550969 266.80879385557 59.61040465375                                                                                                                         
 165551262 266.76301720679 58.83968540567 ROTS                               0.26414                  15.0                                                       1
 165551785 266.71393883562 57.46622382017 VAR            F3 V                                                                                                    0
